bookings_id,name,thumbnail,subcategory,city,longitude,latitude,address,district,price,currency_code,rating,popularity,detail_url
716655,Odakyu Hotel Century Southern Tower,https://cf.bstatic.com/xdata/images/hotel/square60/331629640.jpg?k=3a101dac4257bfc72b54d31cadfbba8efec19c204068b0adf974d7f80e420a6e&o=,Hotel,Tokyo,139.700528395176,35.6866699264447,"Shibuya-ku, Yoyogi 2-2-1",Shibuya Ward,23681.0,JPY,8.9,361.0,https://www.booking.com/hotel/jp/century-southern-tower.html
235583,Courtyard by Marriott Tokyo Ginza,https://cf.bstatic.com/xdata/images/hotel/square60/265589688.jpg?k=393d1c14169801f95e20952a429adc7776b9f7d5b9d3ef10c6127d6d818a3b18&o=,Hotel,Tokyo,139.765019416809,35.6682456098392,Chuo-ku Ginza  6-14-10 ,Chuo Ward,24842.0,JPY,8.1,120.0,https://www.booking.com/hotel/jp/courtyard-by-marriott-tokyo-ginza.html
7922277,all day place shibuya,https://cf.bstatic.com/xdata/images/hotel/square60/361028152.jpg?k=6da4cc814b00233e43eba76978e74dbfb82e823c5e77756c1c26213626cad832&o=,Hotel,Tokyo,139.703109,35.661448,"1-17-1 Shibuya, Shibuya-ku",Shibuya Ward,14033.7,JPY,8.7,199.0,https://www.booking.com/hotel/jp/all-day-place-shibuya.html
238146,Hotel Gracery Ginza,https://cf.bstatic.com/xdata/images/hotel/square60/56805444.jpg?k=0c4b3b7630acef1d482ca782697166e3c97eb7e2f13eae7dcbc9be9f90cce504&o=,Hotel,Tokyo,139.76349323988,35.6689875711706,Chuo-ku Ginza  7-10-1,Chuo Ward,9880.0,JPY,8.3,670.0,https://www.booking.com/hotel/jp/gracery-ginza.html
6155970,sequence MIYASHITA PARK / SHIBUYA,https://cf.bstatic.com/xdata/images/hotel/square60/263027344.jpg?k=a216ce1ab98fcbf9b6fdd9e69f37707cdc698e46d83fcd27dbd32b79dd0241cf&o=,Hotel,Tokyo,139.701827,35.662638,"Shibuya-ku, Jingumae 6-20-10 Shibuya-ku Jingumae 6-20-10 MIYASHITA PARK North",Shibuya Ward,17600.0,JPY,8.4,1596.0,https://www.booking.com/hotel/jp/sequence-miyashita-park-tokyo.html
4827582,Hyatt Regency Tokyo Bay,https://cf.bstatic.com/xdata/images/hotel/square60/287049918.jpg?k=f553e045225b3ec7b7f9445629a7c7f2e0f1e3e9119134a97e7014b299518d84&o=,Hotel,Urayasu,139.926546,35.637521,5-8-23 Akemi,Urayasu,15910.0,JPY,8.8,278.0,https://www.booking.com/hotel/jp/hyatt-place-tokyo-bay.html
4424829,TSUKI Tokyo,https://cf.bstatic.com/xdata/images/hotel/square60/202492865.jpg?k=14c34f98d0896f1a41d9f3964d2e8ff592fd82b41cba1a89db3b4523707abf1f&o=,Hotel,Tokyo,139.771661215938,35.6692520889908,Chuo-ku Tsukiji 1-9-4,Chuo Ward,13680.0,JPY,9.0,757.0,https://www.booking.com/hotel/jp/tsuki.html
2712642,MOXY Tokyo Kinshicho by Marriott,https://cf.bstatic.com/xdata/images/hotel/square60/128349080.jpg?k=a95304c29b440ad436055bb4aaad39e77ffc1781823e6236647ef53495fb4845&o=,Hotel,Tokyo,139.813275,35.693561,Sumida-ku Kotobashi 3-4-2 ,Sumida Ward,24200.0,JPY,8.4,61.0,https://www.booking.com/hotel/jp/moxy-tokyo-kinshicho.html
277946,Sunshine City Prince Hotel Ikebukuro,https://cf.bstatic.com/xdata/images/hotel/square60/330135480.jpg?k=87076c6ebbede7c091fb89a07517de59378f4b749af69c5492b03bb8ce86f350&o=,Hotel,Tokyo,139.719647169113,35.7296829945724,"Toshima-ku, Higashiikebukuro 3-1-5",Toshima,9496.2,JPY,8.3,1396.0,https://www.booking.com/hotel/jp/sunshine-city-prince.html
332265,Hotel Monterey Lasoeur Ginza,https://cf.bstatic.com/xdata/images/hotel/square60/35530388.jpg?k=9a7fcef7b81ed1a1c2714bfdff1ffb358640b7ea61ae53a4f59c58958c3e5194&o=,Hotel,Tokyo,139.769536739736,35.6740667159621,Chuo-ku Ginza  1-10-18,Chuo Ward,10640.0,JPY,8.2,817.0,https://www.booking.com/hotel/jp/monterey-lasoeur-ginza.html
277946,Sunshine City Prince Hotel Ikebukuro,https://cf.bstatic.com/xdata/images/hotel/square60/330135480.jpg?k=87076c6ebbede7c091fb89a07517de59378f4b749af69c5492b03bb8ce86f350&o=,Hotel,Tokyo,139.719647169113,35.7296829945724,"Toshima-ku, Higashiikebukuro 3-1-5",Toshima,9496.2,JPY,8.3,1396.0,https://www.booking.com/hotel/jp/sunshine-city-prince.html
803986,Tokyo Marriott Hotel,https://cf.bstatic.com/xdata/images/hotel/square60/105384708.jpg?k=8cb901d5b5644d04c90340901cd7712101b02183f0f95b505c3487f56c819ba2&o=,Hotel,Tokyo,139.736757874925,35.6218714448274,Shinagawa-ku Kitashinagawa 4-7-36,Shinagawa Ward,28798.0,JPY,8.1,94.0,https://www.booking.com/hotel/jp/tokyo-marriott.html
4758395,THE BLOSSOM HIBIYA,https://cf.bstatic.com/xdata/images/hotel/square60/216140703.jpg?k=977c05f326616bb05e1f0c56a367192bee7535f785c63434df68cf0c3c4b30f8&o=,Hotel,Tokyo,139.756721,35.668786,Shinbashi 1-1-13,Minato,17100.0,JPY,9.0,826.0,https://www.booking.com/hotel/jp/the-blossom-hibiya.html
176741,Citadines Central Shinjuku Tokyo,https://cf.bstatic.com/xdata/images/hotel/square60/65536176.jpg?k=f4c55596c54df2fe63b04ad2838ccb54ca19b37c0ef1fd553368d811bcc0f489&o=,Aparthotel,Tokyo,139.704203009605,35.6943582795036,"Shinjuku-ku, Kabuki-Cho 1-2-9",Shinjuku Ward,9196.0,JPY,8.3,1212.0,https://www.booking.com/hotel/jp/best-western-shinjuku-astina.html
2931713,Mitsui Garden Hotel Gotanda,https://cf.bstatic.com/xdata/images/hotel/square60/149358619.jpg?k=2f2c8c5f9d26494ca2b72d8731887a0278ee5d862c4edec82b94a3787e760369&o=,Hotel,Tokyo,139.725240664557,35.6250453958122,Shinagawa-ku Higashi Gotanda 2-2-6,Shinagawa Ward,12540.0,JPY,8.7,3257.0,https://www.booking.com/hotel/jp/mitsui-garden-gotanda-tokyo.html
321767,Hotel Monterey Ginza,https://cf.bstatic.com/xdata/images/hotel/square60/35510269.jpg?k=f674fa5842bfaf8976ae019d7eb9468dc1fa8ff268b20d647db8d9fba6467ff4&o=,Hotel,Tokyo,139.769026637077,35.6728781248168,Chuo-ku Ginza 2-10-2 ,Chuo Ward,11400.0,JPY,8.3,1652.0,https://www.booking.com/hotel/jp/monterey-ginza-tokyo.html
261031,Hyatt Regency Tokyo,https://cf.bstatic.com/xdata/images/hotel/square60/234225690.jpg?k=6861861aa840336d5198b7a30e1fa281c088328a465fd0147045120a5a95a321&o=,Hotel,Tokyo,139.691363275051,35.6910558600273,"Shinjuku-ku, Nishishinjuku 2-7-2",Shinjuku Ward,21780.0,JPY,8.4,514.0,https://www.booking.com/hotel/jp/hyatt-regency-tokyo.html
250426,Tokyu Stay Aoyama Premier,https://cf.bstatic.com/xdata/images/hotel/square60/98361984.jpg?k=2c3558e19c01bc0fe3f9322c630837002b130287936f3b8aa9fef760091ca620&o=,Hotel,Tokyo,139.716761112213,35.6687849216237,"Minato-ku, Minamiaoyama 2-27-18",Minato,11970.0,JPY,8.3,1003.0,https://www.booking.com/hotel/jp/tokyu-stay-aoyama-premier.html
3104773,Hotel Gracery Asakusa,https://cf.bstatic.com/xdata/images/hotel/square60/195729217.jpg?k=05dd7cd8158df0c145d6960bbfaf5dc16125cf4d1bd064d3b7571aae8c17dcd5&o=,Hotel,Tokyo,139.79534438525,35.7096384172069,Taito-ku Kaminarimon 2-10-2,Taito,8550.0,JPY,9.1,2123.0,https://www.booking.com/hotel/jp/gracery-asakusa.html
3018713,MIMARU TOKYO NIHOMBASHI SUITENGUMAE,https://cf.bstatic.com/xdata/images/hotel/square60/241126914.jpg?k=127905bab9fbbc1b49068b9c4b03da6f820b774973f899566b60fe3789d2be6d&o=,Hotel,Tokyo,139.786038,35.68043,chuo-ku Nihombashi Hakozakicho 17-6,Chuo Ward,15152.5,JPY,9.0,187.0,https://www.booking.com/hotel/jp/mimaru-tokyo-nihombashi-suitengumae.html
238525,Shinjuku Washington Hotel,https://cf.bstatic.com/xdata/images/hotel/square60/34022875.jpg?k=a1189b85830b2244f0bab1eda98f0e62ffb7d8dd6acbc1434f72781b7627d049&o=,Hotel,Tokyo,139.692609161139,35.6868677336657,"Shinjuku-ku, Nishishinjuku 3-2-9",Shinjuku Ward,13808.25,JPY,7.6,1382.0,https://www.booking.com/hotel/jp/shinjuku-washington-hotel.html
6375319,Onsen Ryokan Yuen Bettei Tokyo Daita,https://cf.bstatic.com/xdata/images/hotel/square60/301202120.jpg?k=5b21f6c50e40ba10c16d43c869133391c8e4df291ec2d5993656c512f57135ee&o=,Ryokan,Tokyo,139.662129,35.6581,Setagaya-ku Daita 2-31-26,Setagaya,30225.0,JPY,8.6,178.0,https://www.booking.com/hotel/jp/onsen-ryokan-yuen-bettei-tokyo-daita.html
179816,Shiba Park Hotel,https://cf.bstatic.com/xdata/images/hotel/square60/277669238.jpg?k=333852c7a1c045c851ef127b6157c92f4f2e7c70ebecc64711cf419ca05bc716&o=,Hotel,Tokyo,139.752380847932,35.6587215793116,Minato-ku Shibakoen 1-5-10 ,Minato,12825.0,JPY,8.5,1130.0,https://www.booking.com/hotel/jp/shiba-park.html
3521291,Daiwa Roynet Hotel Nishi-Shinjuku,https://cf.bstatic.com/xdata/images/hotel/square60/185166637.jpg?k=3ff3818fcc43c5e5e80620c6b011ed6ce293dfa8dff04f624261078024c03de6&o=,Hotel,Tokyo,139.689562,35.694328,"Shinjuku-ku, Nishi-shinjuku 6-12-39",Shinjuku Ward,13900.0,JPY,8.8,1897.0,https://www.booking.com/hotel/jp/daiwa-roynet-nishi-shinjuku.html
6618610,sequence SUIDOBASHI/ TOKYO,https://cf.bstatic.com/xdata/images/hotel/square60/276051870.jpg?k=cb71d243de13d201ed2364ecddf105496014eee1034334399c3f0980b8b31600&o=,Hotel,Tokyo,139.753502,35.702048,"Chiyoda-ku, Kanda Misakicho 2-22-17",Chiyoda,8245.0,JPY,8.5,129.0,https://www.booking.com/hotel/jp/sequence-suidobashi-47-tokyo.html
500953,Ginza Creston,https://cf.bstatic.com/xdata/images/hotel/square60/114558415.jpg?k=27b4f0d49f62bda9a7f3b68858066e0dc94d07f9c7f74585ac5807a0f66dc6a8&o=,Hotel,Tokyo,139.778287947265,35.666257424552,Chuo-ku Akashi-cho 8,Chuo Ward,14364.0,JPY,8.5,292.0,https://www.booking.com/hotel/jp/ginza-creston.html
5163492,Hotel Yaenomidori Tokyo,https://cf.bstatic.com/xdata/images/hotel/square60/304221553.jpg?k=d2a7527369d3e685c7d5089e0ab647ad2d4fcf94e1781dbc7e453967c40aac0e&o=,Hotel,Tokyo,139.776155,35.677135,Chuo-ku Hatchobori 2-13-1,Chuo Ward,13300.0,JPY,8.9,580.0,https://www.booking.com/hotel/jp/hotel-yaenomidori-tokyo.html
