,hotel_facilities,wishlist_count,is_no_prepayment_block,url,is_smart_deal,class,mobile_discount_percentage,city_in_trans,preferred_plus,review_nr,id,district_id,default_wishlist_name,cc1,countrycode,max_1440_photo_url,bwallet,currencycode,badges,price_breakdown,hotel_include_breakfast,distances,review_recommendation,children_not_allowed,selected_review_topic,city,is_free_cancellable,hotel_has_vb_boost,unit_configuration_label,timezone,latitude,default_language,address,is_geo_rate,is_mobile_deal,is_beach_front,composite_price_breakdown,cant_book,native_ads_cpc,hotel_name,district,ufi,is_genius_deal,review_score_word,city_name_en,type,checkin,class_is_estimated,min_total_price,distance_to_cc,review_score,main_photo_url,soldout,currency_code,native_ads_tracking,hotel_name_trans,max_photo_url,genius_discount_percentage,in_best_district,districts,accommodation_type,longitude,address_trans,preferred,zip,accommodation_type_name,city_trans,hotel_id,cc_required,price_is_final,is_city_center,main_photo_id,distance,country_trans,extended,block_ids,checkout,native_ad_id
0,"486,185,107,80,8,160,134,487,468,423,7,16,305,47,109,458,48,51,91,455,453,2,135,22,189,456,461,450,184,462,55,64,81,449,6,158,53,110,457,181,464,25,451,488,452,467,23,186,420,459,163,96,108,3,466",0,0,https://www.booking.com/hotel/jp/sunroute-plaza-shinjuku.html,0,4.0,0.0,in Tokyo,1,5338.0,property_card_245830,314,Tokyo,jp,jp,https://cf.bstatic.com/xdata/images/hotel/1440x1440/6352184.jpg?k=75d56330a5f2224a142c9b204a8dcce10b7244ac5cbd001d526ce3b09d9d3dee&o=,{'hotel_eligibility': 0},JPY,[],"{'sum_excluded_raw': '0.00', 'has_tax_exceptions': 0, 'has_incalculable_charges': 1, 'has_fine_print_charges': 1, 'gross_price': '9256.80', 'all_inclusive_price': 9256.8, 'currency': 'JPY'}",0,"[{'icon_name': 'bui_geo_pin', 'icon_set': None, 'text': '\u200eShibuya Ward\u202c • \u200e2.8 km from centre\u202c'}]",,,,Tokyo,1,0,Economy Double Room - Non-Smoking<br/><b>Hotel room</b>: 1 bed,Asia/Tokyo,35.6871193542278,en,"Shibuya-ku, Yoyogi 2-3-1",,0,0,"{'gross_amount': {'value': 9256.8, 'currency': 'JPY'}, 'excluded_amount': {'currency': 'JPY', 'value': 0}, 'items': [{'inclusion_type': 'included', 'kind': 'charge', 'base': {'percentage': 10.0, 'kind': 'percentage'}, 'item_amount': {'currency': 'JPY', 'value': 805.289256198347}, 'name': 'VAT', 'details': '10 % VAT'}, {'details': '10 % Service charge', 'name': 'Service charge', 'item_amount': {'currency': 'JPY', 'value': 885.818181818182}, 'base': {'kind': 'percentage', 'percentage': 10.0}, 'kind': 'charge', 'inclusion_type': 'included'}, {'details': 'City tax', 'name': 'City tax', 'item_amount': {'currency': 'JPY', 'value': 0}, 'base': {'kind': 'incalculable', 'base_amount': 0.0}, 'kind': 'charge', 'inclusion_type': 'excluded'}, {'kind': 'discount', 'details': 'You’re getting a reduced rate because Booking.com is paying part of the price.', 'identifier': 'BSB', 'name': 'Booking.com pays', 'item_amount': {'currency': 'JPY', 'value': 487.199999999999}, 'base': {'kind': 'total'}}, {'details': 'Reward Credit', 'identifier': 'Pricing_Reward_TermsAndConditions_TwoWeeksAfterCheckout', 'name': 'reward credit', 'item_amount': {'value': 647.976, 'currency': 'JPY'}, 'breakdown': [{'formatted_amount': '¥648', 'product_type': 'preferred-rewards', 'amount': {'value': 647.976, 'currency': 'JPY'}}], 'kind': 'reward_credit'}], 'product_price_breakdowns': [{'benefits': [], 'net_amount': {'currency': 'JPY', 'value': 8052.89256198347}, 'items': [{'details': '10 % VAT', 'name': 'VAT', 'item_amount': {'currency': 'JPY', 'value': 805.289256198347}, 'base': {'kind': 'percentage', 'percentage': 10.0}, 'kind': 'charge', 'inclusion_type': 'included'}, {'item_amount': {'value': 885.818181818182, 'currency': 'JPY'}, 'base': {'kind': 'percentage', 'percentage': 10.0}, 'details': '10 % Service charge', 'name': 'Service charge', 'inclusion_type': 'included', 'kind': 'charge'}, {'inclusion_type': 'excluded', 'kind': 'charge', 'item_amount': {'value': 0, 'currency': 'JPY'}, 'base': {'base_amount': 0.0, 'kind': 'incalculable'}, 'details': 'City tax', 'name': 'City tax'}, {'kind': 'discount', 'name': 'Booking.com pays', 'identifier': 'BSB', 'details': 'You’re getting a reduced rate because Booking.com is paying part of the price.', 'base': {'kind': 'total'}, 'item_amount': {'currency': 'JPY', 'value': 487.199999999999}}, {'item_amount': {'currency': 'JPY', 'value': 647.976}, 'name': 'reward credit', 'identifier': 'Pricing_Reward_TermsAndConditions_TwoWeeksAfterCheckout', 'details': 'Reward Credit', 'breakdown': [{'formatted_amount': '¥648', 'product_type': 'preferred-rewards', 'amount': {'value': 647.976, 'currency': 'JPY'}}], 'kind': 'reward_credit'}], 'gross_amount': {'currency': 'JPY', 'value': 9256.8}, 'excluded_amount': {'currency': 'JPY', 'value': 0}, 'strikethrough_amount': {'currency': 'JPY', 'value': 9744}, 'gross_amount_per_night': {'currency': 'JPY', 'value': 9256.8}, 'reward_amount': {'value': 647.976, 'currency': 'JPY'}, 'included_taxes_and_charges_amount': {'currency': 'JPY', 'value': 1691.10743801653}, 'all_inclusive_amount': {'value': 9256.8, 'currency': 'JPY'}, 'discounted_amount': {'currency': 'JPY', 'value': 487.199999999999}, 'strikethrough_amount_per_night': {'currency': 'JPY', 'value': 9744}}], 'benefits': [], 'net_amount': {'currency': 'JPY', 'value': 8052.89256198347}, 'discounted_amount': {'value': 487.199999999999, 'currency': 'JPY'}, 'strikethrough_amount_per_night': {'currency': 'JPY', 'value': 9744}, 'all_inclusive_amount': {'value': 9256.8, 'currency': 'JPY'}, 'reward_amount': {'currency': 'JPY', 'value': 647.976}, 'included_taxes_and_charges_amount': {'currency': 'JPY', 'value': 1691.10743801653}, 'strikethrough_amount': {'value': 9744, 'currency': 'JPY'}, 'gross_amount_per_night': {'value': 9256.8, 'currency': 'JPY'}}",,0.0,Hotel Sunroute Plaza Shinjuku,Shibuya Ward,-246227,0,Very good,Tokyo,property_card,"{'from': '15:00', 'until': ''}",0,9256.8,2.80,8.3,https://cf.bstatic.com/xdata/images/hotel/square60/6352184.jpg?k=75d56330a5f2224a142c9b204a8dcce10b7244ac5cbd001d526ce3b09d9d3dee&o=,0,JPY,,Hotel Sunroute Plaza Shinjuku,https://cf.bstatic.com/xdata/images/hotel/max1280x900/6352184.jpg?k=75d56330a5f2224a142c9b204a8dcce10b7244ac5cbd001d526ce3b09d9d3dee&o=,0,0,"314,3054,7406",204,139.699101448059,"Shibuya-ku, Yoyogi 2-3-1",1,151-0053,Hotel,Tokyo,245830,1,0,0,6352184,2.75,Japan,0,['24583006_193872651_0_0_0'],"{'until': '11:00', 'from': ''}",
1,"486,80,107,487,490,134,425,423,445,468,109,47,305,492,16,28,48,458,494,91,455,489,22,135,436,422,456,444,424,449,462,418,450,461,464,110,457,158,452,488,460,451,498,459,420,502,493,466,96,108,163",0,0,https://www.booking.com/hotel/jp/mimaru-tokyo-akasaka.html,0,4.0,0.0,in Tokyo,0,347.0,property_card_2890810,311,Tokyo,jp,jp,https://cf.bstatic.com/xdata/images/hotel/1440x1440/224163660.jpg?k=c457f0792cc943800568c6fad88153b8dabed1d59fba4df139c75d3086a7acd5&o=,{'hotel_eligibility': 0},JPY,[],"{'gross_price': '16720.00', 'has_fine_print_charges': 1, 'currency': 'JPY', 'all_inclusive_price': 16720.0, 'sum_excluded_raw': '0.00', 'has_tax_exceptions': 0, 'has_incalculable_charges': 1}",0,"[{'icon_name': 'bui_geo_pin', 'text': '\u200eMinato\u202c • \u200e1.8 km from centre\u202c', 'icon_set': None}, {'icon_name': 'bui_clean', 'text': '\u200eCleanliness 9.3\u202c', 'icon_set': None}]",,,,Tokyo,1,0,Japanese Apartment(Rate for Two Persons Use)<br/><b>Hotel room</b>: 2 beds,Asia/Tokyo,35.6699270970076,ja,Minato-ku Aakasaka 7-9-6,,0,0,"{'included_taxes_and_charges_amount': {'value': 1600, 'currency': 'JPY'}, 'reward_amount': {'value': 1170.4, 'currency': 'JPY'}, 'strikethrough_amount': {'value': 17600, 'currency': 'JPY'}, 'gross_amount_per_night': {'value': 16720.0, 'currency': 'JPY'}, 'strikethrough_amount_per_night': {'currency': 'JPY', 'value': 17600.0}, 'discounted_amount': {'value': 880, 'currency': 'JPY'}, 'all_inclusive_amount': {'currency': 'JPY', 'value': 16720}, 'items': [{'name': 'VAT', 'details': '10 % VAT', 'base': {'percentage': 10.0, 'kind': 'percentage'}, 'item_amount': {'value': 1600, 'currency': 'JPY'}, 'kind': 'charge', 'inclusion_type': 'included'}, {'kind': 'charge', 'inclusion_type': 'excluded', 'details': 'City tax', 'name': 'City tax', 'item_amount': {'currency': 'JPY', 'value': 0}, 'base': {'base_amount': 0.0, 'kind': 'incalculable'}}, {'name': 'Booking.com pays', 'details': 'You’re getting a reduced rate because Booking.com is paying part of the price.', 'identifier': 'BSB', 'base': {'kind': 'total'}, 'item_amount': {'value': 880, 'currency': 'JPY'}, 'kind': 'discount'}, {'item_amount': {'currency': 'JPY', 'value': 1170.4}, 'name': 'reward credit', 'identifier': 'Pricing_Reward_TermsAndConditions_TwoWeeksAfterCheckout', 'details': 'Reward Credit', 'kind': 'reward_credit', 'breakdown': [{'formatted_amount': '¥1,170', 'amount': {'value': 1170.4, 'currency': 'JPY'}, 'product_type': 'preferred-rewards'}]}], 'benefits': [], 'product_price_breakdowns': [{'reward_amount': {'value': 1170.4, 'currency': 'JPY'}, 'included_taxes_and_charges_amount': {'currency': 'JPY', 'value': 1600}, 'strikethrough_amount': {'value': 17600, 'currency': 'JPY'}, 'gross_amount_per_night': {'currency': 'JPY', 'value': 16720.0}, 'discounted_amount': {'value': 880, 'currency': 'JPY'}, 'strikethrough_amount_per_night': {'currency': 'JPY', 'value': 17600.0}, 'all_inclusive_amount': {'currency': 'JPY', 'value': 16720}, 'items': [{'kind': 'charge', 'inclusion_type': 'included', 'details': '10 % VAT', 'name': 'VAT', 'item_amount': {'currency': 'JPY', 'value': 1600}, 'base': {'percentage': 10.0, 'kind': 'percentage'}}, {'kind': 'charge', 'inclusion_type': 'excluded', 'base': {'base_amount': 0.0, 'kind': 'incalculable'}, 'item_amount': {'value': 0, 'currency': 'JPY'}, 'name': 'City tax', 'details': 'City tax'}, {'item_amount': {'currency': 'JPY', 'value': 880}, 'base': {'kind': 'total'}, 'identifier': 'BSB', 'details': 'You’re getting a reduced rate because Booking.com is paying part of the price.', 'name': 'Booking.com pays', 'kind': 'discount'}, {'breakdown': [{'formatted_amount': '¥1,170', 'product_type': 'preferred-rewards', 'amount': {'currency': 'JPY', 'value': 1170.4}}], 'kind': 'reward_credit', 'details': 'Reward Credit', 'identifier': 'Pricing_Reward_TermsAndConditions_TwoWeeksAfterCheckout', 'name': 'reward credit', 'item_amount': {'currency': 'JPY', 'value': 1170.4}}], 'benefits': [], 'net_amount': {'value': 16000, 'currency': 'JPY'}, 'excluded_amount': {'currency': 'JPY', 'value': 0}, 'gross_amount': {'currency': 'JPY', 'value': 16720}}], 'net_amount': {'value': 16000, 'currency': 'JPY'}, 'excluded_amount': {'value': 0, 'currency': 'JPY'}, 'gross_amount': {'value': 16720, 'currency': 'JPY'}}",,0.0,MIMARU TOKYO AKASAKA,Minato,-246227,0,Superb,Tokyo,property_card,"{'until': '22:00', 'from': '15:00'}",0,16720.0,1.85,9.0,https://cf.bstatic.com/xdata/images/hotel/square60/224163660.jpg?k=c457f0792cc943800568c6fad88153b8dabed1d59fba4df139c75d3086a7acd5&o=,0,JPY,,MIMARU TOKYO AKASAKA,https://cf.bstatic.com/xdata/images/hotel/max1280x900/224163660.jpg?k=c457f0792cc943800568c6fad88153b8dabed1d59fba4df139c75d3086a7acd5&o=,0,0,"311,3061,7406",204,139.733046064668,Minato-ku Aakasaka 7-9-6,0,107-0052,Hotel,Tokyo,2890810,1,0,0,224163660,1.81,Japan,0,['289081012_328382374_2_0_0'],"{'from': '07:00', 'until': '11:00'}",
2,"107,80,8,127,486,185,468,211,445,423,425,160,134,487,458,48,51,16,161,305,49,471,47,109,453,455,91,142,424,44,422,2,436,135,421,22,158,110,181,464,461,450,462,55,81,449,467,23,251,451,25,452,247,96,163,108,3,466,186,459,420",0,0,https://www.booking.com/hotel/jp/jr-kyushu-blossom-shinjuku.html,0,4.0,1810.0,in Tokyo,1,1417.0,property_card_914003,314,Tokyo,jp,jp,https://cf.bstatic.com/xdata/images/hotel/1440x1440/291001561.jpg?k=b51aff7fd9622aeb5bc0847191b95410fe7ac273752f4760670710dcdbdc7ca5&o=,{'hotel_eligibility': 0},JPY,"[{'text': 'Mobile-only price', 'badge_variant': 'constructive', 'id': 'mobile_price'}]","{'has_incalculable_charges': 1, 'has_tax_exceptions': 0, 'sum_excluded_raw': '0.00', 'all_inclusive_price': 15475.5, 'currency': 'JPY', 'has_fine_print_charges': 0, 'gross_price': '15475.50'}",0,"[{'text': '\u200eShibuya Ward\u202c • \u200e2.8 km from centre\u202c', 'icon_set': None, 'icon_name': 'bui_geo_pin'}, {'text': '\u200eCleanliness 9.1\u202c', 'icon_set': None, 'icon_name': 'bui_clean'}]",,,,Tokyo,1,0,Standard Double Room - Non-Smoking<br/><b>Hotel room</b>: 1 bed,Asia/Tokyo,35.6877858150823,en,Shibuya-ku Yoyogi 2-6-2,,1,0,"{'strikethrough_amount': {'currency': 'JPY', 'value': 18100}, 'gross_amount_per_night': {'value': 15475.5, 'currency': 'JPY'}, 'included_taxes_and_charges_amount': {'currency': 'JPY', 'value': 2827.19008264463}, 'reward_amount': {'currency': 'JPY', 'value': 1083.285}, 'all_inclusive_amount': {'value': 15475.5, 'currency': 'JPY'}, 'strikethrough_amount_per_night': {'currency': 'JPY', 'value': 18100.0}, 'discounted_amount': {'currency': 'JPY', 'value': 2624.5}, 'benefits': [{'kind': 'badge', 'icon': None, 'badge_variant': 'constructive', 'identifier': 'mobile-rate', 'details': 'You’re getting a reduced rate because this property is offering a discount when you book on a mobile device.', 'name': 'Mobile-only price'}], 'product_price_breakdowns': [{'net_amount': {'currency': 'JPY', 'value': 13462.8099173554}, 'benefits': [{'kind': 'badge', 'icon': None, 'details': 'You’re getting a reduced rate because this property is offering a discount when you book on a mobile device.', 'identifier': 'mobile-rate', 'name': 'Mobile-only price', 'badge_variant': 'constructive'}], 'items': [{'kind': 'charge', 'inclusion_type': 'included', 'item_amount': {'currency': 'JPY', 'value': 1346.28099173554}, 'base': {'kind': 'percentage', 'percentage': 10.0}, 'details': '10 % VAT', 'name': 'VAT'}, {'item_amount': {'currency': 'JPY', 'value': 1480.90909090909}, 'base': {'percentage': 10.0, 'kind': 'percentage'}, 'details': '10 % Service charge', 'name': 'Service charge', 'kind': 'charge', 'inclusion_type': 'included'}, {'base': {'base_amount': 0.0, 'kind': 'incalculable'}, 'item_amount': {'value': 0, 'currency': 'JPY'}, 'name': 'City tax', 'details': 'City tax', 'kind': 'charge', 'inclusion_type': 'excluded'}, {'kind': 'discount', 'details': ""You're getting a reduced rate because you're using a mobile device."", 'identifier': 'mobile-discount', 'name': 'Mobile-only price', 'item_amount': {'value': 1810, 'currency': 'JPY'}, 'base': {'kind': 'rate'}}, {'name': 'Booking.com pays', 'details': 'You’re getting a reduced rate because Booking.com is paying part of the price.', 'identifier': 'BSB', 'base': {'kind': 'total'}, 'item_amount': {'value': 814.5, 'currency': 'JPY'}, 'kind': 'discount'}, {'kind': 'reward_credit', 'breakdown': [{'amount': {'value': 1083.285, 'currency': 'JPY'}, 'product_type': 'preferred-rewards', 'formatted_amount': '¥1,083'}], 'details': 'Reward Credit', 'identifier': 'Pricing_Reward_TermsAndConditions_TwoWeeksAfterCheckout', 'name': 'reward credit', 'item_amount': {'currency': 'JPY', 'value': 1083.285}}], 'gross_amount': {'currency': 'JPY', 'value': 15475.5}, 'excluded_amount': {'value': 0, 'currency': 'JPY'}, 'gross_amount_per_night': {'value': 15475.5, 'currency': 'JPY'}, 'strikethrough_amount': {'currency': 'JPY', 'value': 18100}, 'reward_amount': {'currency': 'JPY', 'value': 1083.285}, 'included_taxes_and_charges_amount': {'value': 2827.19008264463, 'currency': 'JPY'}, 'all_inclusive_amount': {'value': 15475.5, 'currency': 'JPY'}, 'discounted_amount': {'value': 2624.5, 'currency': 'JPY'}, 'strikethrough_amount_per_night': {'currency': 'JPY', 'value': 18100.0}}], 'net_amount': {'currency': 'JPY', 'value': 13462.8099173554}, 'items': [{'name': 'VAT', 'details': '10 % VAT', 'base': {'kind': 'percentage', 'percentage': 10.0}, 'item_amount': {'currency': 'JPY', 'value': 1346.28099173554}, 'kind': 'charge', 'inclusion_type': 'included'}, {'base': {'kind': 'percentage', 'percentage': 10.0}, 'item_amount': {'currency': 'JPY', 'value': 1480.90909090909}, 'name': 'Service charge', 'details': '10 % Service charge', 'kind': 'charge', 'inclusion_type': 'included'}, {'base': {'base_amount': 0.0, 'kind': 'incalculable'}, 'item_amount': {'currency': 'JPY', 'value': 0}, 'name': 'City tax', 'details': 'City tax', 'inclusion_type': 'excluded', 'kind': 'charge'}, {'kind': 'discount', 'name': 'Mobile-only price', 'details': ""You're getting a reduced rate because you're using a mobile device."", 'identifier': 'mobile-discount', 'base': {'kind': 'rate'}, 'item_amount': {'value': 1810, 'currency': 'JPY'}}, {'base': {'kind': 'total'}, 'item_amount': {'currency': 'JPY', 'value': 814.5}, 'name': 'Booking.com pays', 'details': 'You’re getting a reduced rate because Booking.com is paying part of the price.', 'identifier': 'BSB', 'kind': 'discount'}, {'item_amount': {'currency': 'JPY', 'value': 1083.285}, 'name': 'reward credit', 'identifier': 'Pricing_Reward_TermsAndConditions_TwoWeeksAfterCheckout', 'details': 'Reward Credit', 'kind': 'reward_credit', 'breakdown': [{'formatted_amount': '¥1,083', 'amount': {'currency': 'JPY', 'value': 1083.285}, 'product_type': 'preferred-rewards'}]}], 'gross_amount': {'currency': 'JPY', 'value': 15475.5}, 'excluded_amount': {'value': 0, 'currency': 'JPY'}}",,0.0,JR Kyushu Hotel Blossom Shinjuku,Shibuya Ward,-246227,0,Fabulous,Tokyo,property_card,"{'from': '14:00', 'until': ''}",0,15475.5,2.85,8.7,https://cf.bstatic.com/xdata/images/hotel/square60/291001561.jpg?k=b51aff7fd9622aeb5bc0847191b95410fe7ac273752f4760670710dcdbdc7ca5&o=,0,JPY,,JR Kyushu Hotel Blossom Shinjuku,https://cf.bstatic.com/xdata/images/hotel/max1280x900/291001561.jpg?k=b51aff7fd9622aeb5bc0847191b95410fe7ac273752f4760670710dcdbdc7ca5&o=,0,0,"314,3054,7406",204,139.698392003775,Shibuya-ku Yoyogi 2-6-2,1,151-0053,Hotel,Tokyo,914003,1,1,0,291001561,2.82,Japan,0,['91400390_213076381_2_0_0'],"{'until': '11:00', 'from': ''}",
3,"462,449,461,450,418,464,158,457,110,135,22,421,422,436,444,456,424,420,485,459,502,186,466,493,108,96,163,452,488,25,451,460,498,446,467,188,490,487,423,425,468,445,185,486,80,107,91,489,453,455,47,109,16,492,305,48,51,494,458",0,0,https://www.booking.com/hotel/jp/mimaru-tokyo-ueno-east.html,0,4.0,0.0,in Tokyo,0,339.0,property_card_3379176,320,Tokyo,jp,jp,https://cf.bstatic.com/xdata/images/hotel/1440x1440/161428745.jpg?k=afb4b0fc9db2938b4639e4841776d1487d0d64f7d5b4b9c75f1bafcdb12a58ee&o=,{'hotel_eligibility': 0},JPY,[],"{'sum_excluded_raw': '0.00', 'has_tax_exceptions': 0, 'has_incalculable_charges': 1, 'has_fine_print_charges': 1, 'gross_price': '15152.50', 'currency': 'JPY', 'all_inclusive_price': 15152.5}",0,"[{'text': '\u200eTaito\u202c • \u200e6 km from centre\u202c', 'icon_set': None, 'icon_name': 'bui_geo_pin'}, {'icon_name': 'bui_clean', 'text': '\u200eCleanliness 9.3\u202c', 'icon_set': None}]",,,,Tokyo,1,0,Apartment(Rate for Two Persons Use)<br/><b>Hotel room</b>: 2 beds,Asia/Tokyo,35.7146380772673,ja,Taito-ku Higashiueno 4-26-3,,0,0,"{'benefits': [], 'product_price_breakdowns': [{'reward_amount': {'currency': 'JPY', 'value': 1060.675}, 'included_taxes_and_charges_amount': {'currency': 'JPY', 'value': 1450}, 'gross_amount_per_night': {'value': 15152.5, 'currency': 'JPY'}, 'strikethrough_amount': {'currency': 'JPY', 'value': 15950}, 'strikethrough_amount_per_night': {'value': 15950, 'currency': 'JPY'}, 'discounted_amount': {'value': 797.5, 'currency': 'JPY'}, 'all_inclusive_amount': {'value': 15152.5, 'currency': 'JPY'}, 'items': [{'base': {'kind': 'percentage', 'percentage': 10.0}, 'item_amount': {'value': 1450, 'currency': 'JPY'}, 'name': 'VAT', 'details': '10 % VAT', 'inclusion_type': 'included', 'kind': 'charge'}, {'base': {'kind': 'incalculable', 'base_amount': 0.0}, 'item_amount': {'value': 0, 'currency': 'JPY'}, 'name': 'City tax', 'details': 'City tax', 'kind': 'charge', 'inclusion_type': 'excluded'}, {'item_amount': {'value': 797.5, 'currency': 'JPY'}, 'base': {'kind': 'total'}, 'details': 'You’re getting a reduced rate because Booking.com is paying part of the price.', 'identifier': 'BSB', 'name': 'Booking.com pays', 'kind': 'discount'}, {'name': 'reward credit', 'identifier': 'Pricing_Reward_TermsAndConditions_TwoWeeksAfterCheckout', 'details': 'Reward Credit', 'item_amount': {'currency': 'JPY', 'value': 1060.675}, 'kind': 'reward_credit', 'breakdown': [{'formatted_amount': '¥1,061', 'amount': {'currency': 'JPY', 'value': 1060.675}, 'product_type': 'preferred-rewards'}]}], 'net_amount': {'value': 14500, 'currency': 'JPY'}, 'benefits': [], 'gross_amount': {'value': 15152.5, 'currency': 'JPY'}, 'excluded_amount': {'currency': 'JPY', 'value': 0}}], 'net_amount': {'value': 14500, 'currency': 'JPY'}, 'items': [{'item_amount': {'value': 1450, 'currency': 'JPY'}, 'base': {'percentage': 10.0, 'kind': 'percentage'}, 'details': '10 % VAT', 'name': 'VAT', 'kind': 'charge', 'inclusion_type': 'included'}, {'inclusion_type': 'excluded', 'kind': 'charge', 'details': 'City tax', 'name': 'City tax', 'item_amount': {'currency': 'JPY', 'value': 0}, 'base': {'kind': 'incalculable', 'base_amount': 0.0}}, {'kind': 'discount', 'name': 'Booking.com pays', 'details': 'You’re getting a reduced rate because Booking.com is paying part of the price.', 'identifier': 'BSB', 'base': {'kind': 'total'}, 'item_amount': {'currency': 'JPY', 'value': 797.5}}, {'breakdown': [{'amount': {'value': 1060.675, 'currency': 'JPY'}, 'product_type': 'preferred-rewards', 'formatted_amount': '¥1,061'}], 'kind': 'reward_credit', 'item_amount': {'value': 1060.675, 'currency': 'JPY'}, 'name': 'reward credit', 'details': 'Reward Credit', 'identifier': 'Pricing_Reward_TermsAndConditions_TwoWeeksAfterCheckout'}], 'gross_amount': {'currency': 'JPY', 'value': 15152.5}, 'excluded_amount': {'currency': 'JPY', 'value': 0}, 'strikethrough_amount': {'value': 15950, 'currency': 'JPY'}, 'gross_amount_per_night': {'currency': 'JPY', 'value': 15152.5}, 'included_taxes_and_charges_amount': {'currency': 'JPY', 'value': 1450}, 'reward_amount': {'currency': 'JPY', 'value': 1060.675}, 'all_inclusive_amount': {'value': 15152.5, 'currency': 'JPY'}, 'strikethrough_amount_per_night': {'currency': 'JPY', 'value': 15950}, 'discounted_amount': {'currency': 'JPY', 'value': 797.5}}",,0.0,MIMARU TOKYO UENO EAST,Taito,-246227,0,Fabulous,Tokyo,property_card,"{'until': '22:00', 'from': '15:00'}",0,15152.5,5.60,8.9,https://cf.bstatic.com/xdata/images/hotel/square60/161428745.jpg?k=afb4b0fc9db2938b4639e4841776d1487d0d64f7d5b4b9c75f1bafcdb12a58ee&o=,0,JPY,,MIMARU TOKYO UENO EAST,https://cf.bstatic.com/xdata/images/hotel/max1280x900/161428745.jpg?k=afb4b0fc9db2938b4639e4841776d1487d0d64f7d5b4b9c75f1bafcdb12a58ee&o=,0,0,"320,3057,7406,16752",204,139.780120536037,Taito-ku Higashiueno 4-26-3,0,110-0015 ,Hotel,Tokyo,3379176,1,0,0,161428745,5.57,Japan,0,['337917622_328382197_0_0_0'],"{'from': '07:00', 'until': '11:00'}",
